fips,Week_end,PRCP_mean,SNOW_mean,TMAXDELTA,TMINDELTA,COVID19-related_value,COVID19_value,influenza_value,s01_value,s02_value,s03_value,s04_value,s05_value,s06_value,scontrol_value,total_admissions
5,2022-12-17,251.8571428571429,0.0,115.0,110.88888888888889,0.7816833428571428,0.6745843857142854,0.3446352285714285,2.61454081904762,3.5919161047619053,1.2597959142857142,0.815705780952381,0.1014512523809523,1.2475283428571429,3.610190485714286,251.0
5,2022-12-24,121.57142857142858,0.0,138.88888888888889,146.77777777777774,1.8653684952380951,1.4726175261904757,0.2265162523809523,2.6606887833333333,3.730402504761905,1.2939659880952383,0.839030611904762,0.0935374095238094,1.268832211904762,3.621551033333333,202.0
5,2023-01-07,0.0,0.0,110.44444444444446,113.33333333333331,1.877712833333333,1.4549442452380947,0.0728304952380952,2.3907738071428577,3.304246042857143,1.1156394595238095,0.821420069047619,0.0871201666666666,1.114047635714286,3.927741495238096,158.0
5,2023-01-14,144.42857142857144,0.0,98.2222222222222,85.33333333333331,0.7933989619047619,0.6318099666666662,0.0732583523809523,2.043996595238096,2.779263042857144,0.9487891190476192,0.7510714238095239,0.0901360523809523,0.997460323809524,4.055156457142857,105.0
5,2023-01-21,22.142857142857142,0.0,139.0,116.66666666666664,0.6855534047619048,0.5247609809523804,0.0540867095238095,1.8494897952380955,2.5362471666666675,0.8990340238095239,0.7207312904761904,0.1015419476190475,0.9397959238095238,4.061823128571429,65.0
5,2023-01-28,151.14285714285714,0.0,134.0,103.11111111111109,0.6727877666666666,0.5251972999999995,0.0518085476190475,1.8213775523809528,2.53359410952381,0.8962721142857143,0.7071768666666666,0.1264399095238094,0.9467120285714288,4.040693876190477,35.0
5,2023-02-04,154.85714285714283,50.42857142857143,135.0,87.88888888888887,0.6254320952380953,0.4958124285714281,0.0511580999999999,1.7990306142857146,2.516587300000001,0.8776054428571429,0.7073979571428571,0.1619727904761904,0.9412245,4.023047614285715,20.0
5,2023-02-11,63.57142857142858,12.0,145.33333333333334,96.11111111111109,0.5747870619047619,0.4432030190476186,0.0409268190476189,1.7527891238095243,2.437755095238096,0.8544217619047618,0.7026615619047619,0.1973015857142857,0.9280045428571428,4.005877542857143,33.0
5,2023-02-18,289.1428571428571,0.0,165.66666666666666,107.33333333333331,0.5221042428571429,0.3899326857142852,0.0403535523809523,1.7298129333333334,2.3907029380952385,0.8543265285714287,0.7216666714285713,0.2159637238095237,0.9343764238095238,4.0605306047619045,25.0
5,2023-02-25,85.0,0.0,162.2222222222222,123.33333333333331,0.5378750428571428,0.405735871428571,0.0368074619047618,1.729931985714286,2.3753514714285715,0.8559047619047618,0.7326785761904762,0.213718819047619,0.9536961523809524,4.050612238095238,30.0
5,2023-03-04,55.85714285714286,0.0,166.66666666666666,113.33333333333331,0.5312544238095239,0.4154960619047614,0.0407244714285713,1.7377721190476194,2.378582771428572,0.8594285809523811,0.7445748333333334,0.1960090666666666,0.9678911571428572,4.047061219047619,33.0
5,2023-03-11,421.57142857142856,0.0,171.66666666666666,99.2222222222222,0.4973753380952381,0.3903109047619043,0.040841038095238,1.718129261904762,2.3489229095238096,0.8418095285714285,0.7394897904761905,0.1726077,0.9722449,4.01349659047619,23.0
5,2023-03-18,108.14285714285714,0.0,155.11111111111111,84.99999999999999,0.4579210714285714,0.3570006380952376,0.0407768666666666,1.737840138095238,2.404217695238096,0.8442857238095237,0.7321088380952382,0.1486167761904761,0.9846485238095238,4.209129247619048,15.0
5,2023-03-25,93.57142857142856,0.0,159.88888888888889,116.44444444444444,0.4702915619047619,0.38174719047619,0.0398846428571428,1.7037414952380951,2.3666780142857147,0.8254285666666666,0.7299404714285714,0.1272335619047618,0.9584353761904764,4.283020404761905,18.0
5,2023-04-01,245.42857142857144,0.0,146.2222222222222,123.0,0.4747375761904761,0.3982992571428567,0.0325489952380952,1.6037584952380952,2.212074838095239,0.7887755095238095,0.7098809476190476,0.112018138095238,0.8868027238095239,4.210190471428572,27.0
5,2023-04-08,22.714285714285715,0.0,175.0,147.33333333333331,0.4674429095238094,0.3890980809523805,0.0290066809523809,1.473095228571429,2.021780047619048,0.7558775428571428,0.6912585,0.104353738095238,0.8221315238095238,3.967999990476191,16.0
5,2023-04-15,55.42857142857142,0.0,171.44444444444446,109.8888888888889,0.4315238333333333,0.3526660666666661,0.025599719047619,1.411377547619048,1.9700113333333336,0.7439863904761905,0.675909861904762,0.1009523666666666,0.8084353761904762,3.8608435238095233,17.0
5,2023-04-22,8.714285714285714,0.0,175.7777777777778,122.44444444444444,0.3992942761904762,0.3170773761904757,0.0215151761904761,1.4359523857142855,2.025283442857144,0.7556598571428572,0.675952380952381,0.0998866095238094,0.8352380904761905,3.901088428571428,8.0
5,2023-04-29,43.28571428571429,0.0,141.22222222222223,105.0,0.396339880952381,0.3147512333333329,0.0156779095238095,1.4581972904761908,2.0691836761904767,0.7603401380952381,0.6759353761904762,0.1005215333333333,0.8661451238095239,3.908734690476191,11.0
5,2023-05-06,177.28571428571428,0.0,135.2222222222222,129.55555555555554,0.3760845761904761,0.2895577428571423,0.0156602571428571,1.4502210952380954,2.0480045380952387,0.7615238095238094,0.6588690428571429,0.1038322,0.8736961428571429,3.8819728,9.0
5,2023-05-13,53.71428571428572,0.0,130.44444444444443,108.4444444444444,0.3697131714285713,0.2830593523809519,0.0179001333333333,1.4059523857142855,1.970351476190477,0.7651836714285715,0.6380357095238095,0.1077097476190476,0.8581859428571429,3.8464762,12.0
5,2023-05-20,264.8571428571429,0.0,144.11111111111111,117.11111111111109,0.338385319047619,0.2656264761904757,0.0231128761904761,1.3590306095238098,1.8923923000000007,0.7648979571428572,0.6123724428571429,0.1084807238095237,0.8339455714285714,3.862802728571429,9.0
5,2023-05-27,78.85714285714286,0.0,132.88888888888889,101.0,0.3681510857142857,0.2998381190476185,0.0238027523809523,1.366309519047619,1.86470521904762,0.7695918428571429,0.6099829904761904,0.1077777714285713,0.8065079333333333,3.949619052380952,14.0
5,2023-06-03,0.7142857142857143,0.0,122.88888888888889,103.0,0.374494619047619,0.3064422190476186,0.0227633523809523,1.370612242857143,1.8419161047619053,0.7662040952380952,0.6181292476190475,0.1070748238095237,0.7760317428571429,4.097387761904762,6.0
5,2023-06-10,74.14285714285715,0.0,129.55555555555554,92.4444444444444,0.3656918619047618,0.2950873809523804,0.0203655285714285,1.325102042857143,1.759671195238096,0.7576190571428572,0.6139455761904761,0.110907019047619,0.7257142857142856,4.214367352380953,1.0
5,2023-06-17,138.71428571428572,0.0,138.77777777777777,86.22222222222221,0.3215936666666666,0.2572784142857138,0.0195047333333333,1.2217176952380953,1.63602040952381,0.7502585142857142,0.5925595238095237,0.1217233523809523,0.6739455761904761,4.272326528571429,5.0
5,2023-06-24,156.28571428571428,0.0,142.44444444444443,90.4444444444444,0.327822719047619,0.26384569047619,0.0231550857142856,1.1193537476190476,1.5434807238095245,0.8001768761904762,0.561683680952381,0.1442630428571427,0.6431972761904762,4.247700671428571,14.0
5,2023-07-01,5.0,0.0,142.55555555555554,98.55555555555554,0.3538380523809523,0.2895212190476185,0.0190522333333333,1.0538435380952382,1.4850907047619053,0.8337823142857145,0.537329938095238,0.1807483095238095,0.6165079380952382,4.173455771428572,6.0
5,2023-07-08,113.0,0.0,143.1111111111111,100.55555555555554,0.361723119047619,0.2937095285714281,0.0157071999999999,1.0319217619047625,1.4744331047619053,0.8436870761904762,0.5306377571428572,0.2202040857142856,0.598956919047619,4.208965976190477,4.0
5,2023-07-15,23.57142857142857,0.0,151.77777777777774,100.66666666666664,0.3399068904761904,0.2855443285714281,0.0124893428571428,1.0327210809523812,1.4752721095238102,0.8112653047619047,0.5323639380952381,0.264467119047619,0.5839229047619048,4.239632647619048,8.0
5,2023-07-22,390.1428571428572,0.0,160.44444444444443,107.55555555555554,0.3119087523809523,0.2648992238095233,0.0137000952380952,1.054880947619048,1.5037755047619052,0.800040819047619,0.5459948904761905,0.313900219047619,0.5849433047619047,4.3015782285714295,6.0
